build_year,country,make,model,avg_amount_damage
2014,LPFI,citroen,ds4,788.03
2007,LPSE,hyundai,santafe27v6a4comfort52007,0.0
2006,LPDK,iveco,daily35s17,0.0
2004,LPBE,ford,fusion,91.065
2015,LPHU,volkswagen,golf,50222.03999999999
2008,LPPL,honda,crv,1413.9814285714285
2012,LPLU,fiat,500,208.99499999999998
2010,LPCH,volkswagen,passatccbmt,0.0
2011,LPBE,nissan,qashqai,837.2342857142858
2018,LPMX,mitsubishi,l200,0.0
2015,LPES,opel,zafira,1004.6075000000001
2006,LPDK,chrysler,voyager,10372.215
2013,LPES,renault,koleos,1263.7185714285713
2006,LPFR,audi,minicoopers,299.066
2001,LPDK,seat,alhambravan,0.0
2016,LPUK,toyota,aygo,80.1959574468085
2002,LPBE,citroen,jumpyl1h1,0.0
2010,LPCH,ford,mondeo,2471.9849999999997
2008,LPDE,renault,grandespace2dynamique,2488.9939999999997
2014,LPUK,mercedes,cla454dr15,0.0
2007,LPFR,ford,focusiii5p,717.7518548387097
2009,LPUK,volkswagen,golf5dr09,110.4
2011,LPUK,ford,kuga,170.47176470588235
2015,LPDK,volvo,v70,3718.75
2013,LPDE,volkswagen,touran,2069.178032786885
2011,LPCZ,bmw,5serie,2473.384
2007,LPFR,volkswagen,tourantdi140,583.3130188679245
2009,LPFR,volvo,s80,327.94
2014,LPDE,kia,sorento,1543.9652941176466
2008,LPDE,mercedes,c230t7gtronclassic,0.0
2014,LPIT,landrover,range,1133.1382608695653
2010,LPFR,volkswagen,passat,728.7502676399027
2011,LPSE,kia,sorento22crdiexaut2012,0.0
2013,LPSE,bmw,x3xdrive30daut2013,5376.5
2004,LPFR,fiat,idea19multi,384.5366666666667
2013,LPFR,seat,ibiza,973.8798019801978
2008,LPIT,fiat,enipanda,1454.77734375
2005,LPSE,volkswagen,transporterpickupdhytt130hktdi4motion,0.0
2011,LPDK,renaultlastbil,premium,0.0
2010,LPSE,renault,trafic,17089.285714285714
2005,LPFR,ford,cmax16tdci,463.24950867052047
2012,LPUK,volkswagen,polo,245.45010101010098
2010,LPUK,citroen,c54dr095,234.72
2012,LPSE,ford,fiesta16tdci95hktrend5d2011,0.0
2009,LPUK,peugeot,bippervc,362.4105084745764
2015,LPBE,volkswagen,jetta,0.0
2007,LPGR,opel,zafira,737.0
1997,LPFR,renault,clioiirc12,0.0
2008,LPFR,peugeot,2075ptrendy,842.4127777777778
2014,LPSE,ford,transitvc,6818.666666666667
2016,LPFR,porsche,panamera,0.0
2007,LPFR,audi,a4iiiavttdi,0.0
2016,LPBE,opel,zafira,347.03
2003,LPFR,renault,masteriiil1h1,1260.7707692307692
2003,LPFR,citroen,c520hdi,944.8154545454543
2007,LPGR,volvo,s40,776.5555555555555
2010,LPDE,renault,espace,1881.59625
2005,LPUK,volkswagen,tsptrt30s06,570.02
2012,LPFR,mercedes,glkclass,844.451111111111
2007,LPSE,ford,transit350l24140lwbdhchassieirstak,0.0
2004,LPFR,audi,a6iiiavttdi,593.5014285714286
2009,LPUK,jaguar,xf4dr09,15.112
2013,LPSE,volkswagen,crafter3520tdi163hkmwb2013,0.0
2008,LPNO,peugeot,307sw,4225.01
2004,LPFR,audi,a3ii19tdi,398.36388888888894
2011,LPSE,volvo,xc70,3333.4166666666665
2010,LPCZ,citroen,berlingo,0.0
2011,LPUK,hyundai,ix354wd10,208.79214285714284
2014,LPBE,mercedes,sprintervc,1694.36375
2013,LPHU,toyota,yaris,0.0
2005,LPDK,mazda,6combicoupe,10276.12
2009,LPFR,toyota,yaris3pinste,0.0
2009,LPFR,volkswagen,caravelletouareg,627.925
2004,LPFR,mercedes,classeafamily,695.29
2013,LPHU,renault,clio,42474.52619047618
2008,LPBE,bmw,3cabrio,780.0350000000001
2005,LPIT,renaultel,meganeiiswn1,645.1666666666667
2014,LPSE,audi,a620tdi177hk2014,0.0
2009,LPDE,bmw,530dauteditionexclusi,472.195
2006,LPDK,audi,a4avantarnage,6983.19
2006,LPDE,opel,vivarovc,2995.02
2003,LPBE,daewoo,matiz,1182.55
2017,LPIT,renault,traficvc,0.0
2006,LPFR,ford,fiestavi1400,196.85894736842104
2008,LPUK,volkswagen,golfplus09,0.0
2005,LPFR,audi,a4iicabriolet,271.165
2001,LPDK,opel,zafiradti,0.0
2009,LPUK,mercedes,clk320dcpe09,0.0
2007,LPFR,opel,movanofg35m2,1988.484
2011,LPSE,volkswagen,caddy12tsi85hkstartline2011,0.0
2007,LPDE,opel,corsa1216vedition,2280.55
2011,LPUK,toyota,iq33dr11,41.79
2008,LPUK,mercedes,e220cdiest08,93.66
2007,LPSE,skoda,octavia19tdi4x4elegancecombi2007,7935.909090909091
2007,LPDK,citroen,berlingo2van,7406.8
2013,LPSE,toyota,auris18hybridcomfortc12013,1317.5
2016,LPBE,infiniti,q50,92.74
2008,LPDK,citroen,c3,2866.677
2011,LPFR,chevrolet,spark,943.9
2008,LPFR,mercedes,clc200cdi,191.67666666666665
2011,LPSE,ford,mondeo20tdci140trend5dkombi2011,13049.666666666666
2005,LPFR,bmw,530de60dpf,138.41
2014,LPDK,peugeot,206,0.0
2008,LPFR,bmw,series1118d,2251.89
2004,LPUK,ford,fiestavan04,905.3010000000002
2008,LPAT,bmw,x320d,1597.3725
2008,LPNL,dodge,nitro,2408.355
2010,LPNL,audi,s3,1353.585
2004,LPNL,mitsubishi,colt,128.57
2010,LPNL,dacia,duster,1095.73
2003,LPNL,mitsubishi,pajero,3757.02
2005,LPNL,fiat,doblovc,295.17
2007,LPNL,daf,45,315.0
2011,LPAT,opel,antarastyle,2887.045
2007,LPNL,mercedes,csportcoupe,648.4
2007,LPES,fiat,croma,606.3125
2013,LPAE,honda,odysseyexl,0.0
2011,LPIT,lexus,rx,1008.0899999999999
2008,LPCH,subaru,imprezacomfort,2226.475
2007,LPDE,bmw,325dcoupeaut,3374.306666666667
2007,LPCH,subaru,outbackswiss,2767.8
2010,LPLU,alfaromeo,giulietta,422.14
2014,LPAE,toyota,coaster,505.6666666666667
2014,LPPT,hyundai,i10,1068.72
2009,LPAE,infiniti,q56,0.0
2009,LPBE,toyota,avensis,842.1811111111111
2005,LPSE,volkswagen,transporterpickupdubbelhytt130hktdiaut2,180.0
2012,LPNL,kia,soul,3042.86
2003,LPES,renault,trafic29comb9,891.12
2006,LPCH,volvo,xc90sport7p,2672.4
2009,LPBE,chrysler,grandvoyager,1388.28
2008,LPDE,mercedes,viano30cdilambienteactivi,2687.54
2006,LPPL,ford,fiesta,2289.9779999999996
2009,LPSK,seat,leon,300.32
2005,LPDE,volkswagen,sharan19tdisportline,4764.98
2007,LPDE,volvo,s80d5autsummum,2168.22
2010,LPDE,bmw,318itouring,2564.2971428571427
2007,LPCH,ford,mondeotitexec,1682.0
2008,LPCH,saab,93vector,1226.0742857142857
2012,LPES,fiat,bravo,788.2947619047618
2012,LPSK,ford,transit,2092.1
2004,LPFR,rover,7520cdtibva,499.18666666666667
2002,LPCH,iveco,35c11,5547.342857142857
2013,LPGR,toyota,corolla,701.0
2003,LPSE,toyota,hiluxdcabdiesel,19800.0
2007,LPCH,mercedes,b200,1724.9333333333334
2013,LPES,volkswagen,polo,811.1000000000001
2016,LPSE,mercedes,glaclass,1769.5
2012,LPCH,volkswagen,tourantrenbmt,2682.1181818181813
2009,LPCH,opel,movanol1h233,4054.84
2008,LPIT,volkswagen,enimultivan,1081.52
2009,LPDE,bmw,318itouringau,682.16
2013,LPUK,bmw,114i5dr13,185.21
2017,LPPL,seat,leon,1764.5
2015,LPGR,ford,kuga,78.0
2013,LPES,mercedes,sprintervc,3420.6874999999995
2007,LPCH,seat,alhambraadva4,1518.6000000000001
2016,LPCH,volkswagen,touran,0.0
2008,LPCH,opel,corsa,951.26
2013,LPCH,lexus,rx,0.0
2006,LPFR,audi,a6ivavtambie,213.18200000000002
2011,LPCH,citroen,c3picseduct,2369.29
2002,LPCH,mercedes,sprinter313hrf,4900.183333333333
1997,LPSE,audi,a4avant19tdi,30270.0
2007,LPDE,audi,a316attraction,2675.7
2006,LPCH,kia,riotrend,6191.075
2016,LPSK,mitsubishi,asx,461.29
2006,LPGR,honda,crv,580.0
2005,LPCH,peugeot,boxer350mh,4215.385
2014,LPLU,volkswagen,up,0.0
2010,LPBE,mitsubishi,outlander,451.44
2012,LPCH,mercedes,m350bluetec,2906.09
2004,LPBE,citroen,c4grandpicasso,310.99
2014,LPGR,citroen,c1,56.0
2010,LPCH,volvo,c70kinetic,2056.75
2009,LPDE,bmw,520dtouringeditionfleete,2456.325
2005,LPIE,volvo,xc90,684.6
2007,LPFR,toyota,rav45pcpowe,496.8425
2007,LPGR,landrover,freelander,307.0
2006,LPPL,landrover,discoveryiii,1925.69
2006,LPDE,audi,a319tdidpfambition,1031.255
2004,LPFR,ford,galaxyiighia,522.545
2011,LPSK,skoda,praktik,35.63
2005,LPUK,ford,transitto45,266.72
2014,LPPL,volkswagen,caravelle,8095.07
2005,LPBE,fiat,panda,8.0
2017,LPSE,audi,a3,1380.0
2013,LPHU,fiat,doblo,81664.475
2003,LPFR,rangerover,iiitd6bva,706.27
2007,LPFR,fiat,bravoelegance,983.16
2006,LPFR,peugeot,607sport,389.178
2014,LPIT,citroen,berlingo,3813.545555555556
2010,LPFR,bmw,330xdatouring,0.0
2016,LPUK,bmw,218dgt16,352.81
2009,LPDE,renault,koleos20dciluxe,1307.47
2009,LPUK,bmw,123dcpe09,252.28
2012,LPFR,audi,cabrioredhotch,619.25
2014,LPBE,renault,espace,1113.7733333333333
2011,LPFR,volvo,xc70momentum,921.3233333333334
2013,LPFR,nissan,navara,1295.39
2007,LPFR,peugeot,607execupack,570.5
2012,LPFR,bmw,520activehybr,1010.725
2006,LPFR,peugeot,307swnavteq,483.93
2006,LPDE,peugeot,307hdisw110premium,5591.17
2016,LPHU,mitsubishi,outlander,50887.5
2007,LPFR,peugeot,308premiumpk,977.55
2015,LPUK,mitsubishi,shogun3dr15,551.47
2013,LPUK,audi,hatchcprsd13,347.2366666666667
2004,LPFR,volvo,xc70summum,60.0
2009,LPUK,bmw,318dest09,635.62
2005,LPFR,suzuki,jimny15ddis,523.09
2015,LPUK,audi,cvtblecprd15,94.49
2012,LPFR,nissan,nv400,2687.99
2007,LPFR,fiat,doblofamily,1170.91
2012,LPIT,mazda,6,756.0
2007,LPFR,bmw,118i5pe87,573.74
2008,LPFR,peugeot,407swnavtq,1156.15
2009,LPFR,jaguar,xtype4portes,938.42
2009,LPUK,fiat,ducatovn3307,1201.3899999999999
2008,LPUK,seat,alteaxl5dr08,282.35
2011,LPFR,audi,s5,1459.0
2008,LPFR,volkswagen,tourantravelle,1614.36
2003,LPFR,peugeot,406iist20,756.17
2009,LPFR,peugeot,407premium20,948.88
2008,LPSE,audi,a420tfsiquattroavant2009,11951.0
2009,LPFR,mercedes,eclasse220,407.7
2009,LPSE,volvo,c3016ddrivekinetic2009,5094.0
2009,LPFR,renault,lagunacpedyna,361.37
2011,LPUK,peugeot,407sw105,338.22
2004,LPSK,mb,e,0.0
2011,LPTR,jetta16tdi105hpcomfortlinedsg2011,jetta16tdi105hpcomfortlinedsg2011,0.0
2009,LPNO,25dci,master,30285.0
2015,LPES,fiat,fiorinovc,0.0
2008,LPNO,mercedes,vito,10594.615384615385
2001,LPES,bmw,525i,159.24866666666668
2000,LPAT,bmw,520ia,0.0
2005,LPCZ,skoda,octavia,9626.670561797753
2006,LPCZ,ford,transit,12089.826250000002
2005,LPFR,mercedes,classeaii200,0.0
2002,LPES,opel,astraclub,454.18758620689647
2007,LPNL,chrysler,300c,592.441111111111
2001,LPES,opel,astraclub,599.0638888888889
2006,LPNL,volkswagen,touran,556.9420521172641
2002,LPES,nissan,atleon120352,541.03
2009,LPNL,opel,vivarogbdc,2410.205238095238
2005,LPNL,renault,megane,444.16707070707065
2010,LPNL,mitsubishi,outlander,957.9128260869563
1999,LPNL,daf,ft95trekkerchassis,0.0
1992,LPNL,mercedes,1927,0.0
2007,LPAT,bmw,3serie,726.7171153846155
2013,LPNL,peugeot,partner,1456.376923076923
2006,LPNL,saab,93,625.3561538461538
2004,LPNL,volkswagen,touareg,537.7575
2002,LPAT,ford,transitvario,0.0
2003,LPAT,renault,trafickastl2,0.0
2007,LPNL,ford,ranger,2116.66
2004,LPFI,toyota,yarisverso,47.79712643678161
2004,LPES,citroen,jumper,331.55760000000004
2006,LPES,renault,megane,529.9631425485961
2011,LPNL,opel,corsa,676.1593994778069
2004,LPNL,opel,vivarovc,1259.8898648648644
2006,LPAT,volkswagen,golfcomfortli,453.90916666666675
2004,LPFI,peugeot,experttepee,66.72272727272728
2012,LPNL,fiat,panda,1046.2934375
2004,LPAT,volkswagen,dokakastenlr,0.0
2003,LPNL,daf,45,18.491666666666667
2005,LPAT,peugeot,307sw,0.0
2008,LPAT,alfaromeo,159,239.03666666666666
2004,LPAT,renault,trafickastl1,514.61
2006,LPLU,hummer,h2suv,0.0
2011,LPNL,diverse,diverse,0.0
2009,LPAT,audi,q5,988.23
2005,LPNL,man,l2000,0.0
1990,LPPT,renault,clio,0.0
2004,LPAT,man,12225llc,0.0
2005,LPNL,nissan,terranoiii,2675.4430769230767
2008,LPAT,mazda,cx723i,0.0
2004,LPES,suzuki,grandvitara,79.5
2003,LPLU,volkswagen,sharan,329.7342857142857
2014,LPBR,fiat,palioweekend,0.0
2004,LPLU,audi,a8,53.0
2010,LPES,renault,clio,950.7700518134711
2012,LPFI,hyundai,ix35,58.77333333333334
2008,LPSK,volkswagen,polo,188.88
2011,LPFI,honda,crv,195.94529411764705
2007,LPDE,anhnger,schwagmeiersattelauflieger,0.0
2007,LPFI,peugeot,307,20.22222222222222
2007,LPFI,citroen,c4grandpicasso,3.0
2003,LPLU,bmw,3compact,0.0
2007,LPFI,nissan,primastar,374.53758620689655
2014,LPBR,hyundai,tucson,0.0
2008,LPFI,renault,grandespace,56.03
2008,LPFI,mercedes,cclass,88.89277777777778
2007,LPPT,citroen,c2entreprised,0.0
2006,LPFI,volkswagen,caddy,383.6066666666666
2007,LPFI,peugeot,807,0.0
2002,LPBE,mercedes,sclass,0.0
2003,LPES,fiat,doblpanorama,1269.46
2003,LPES,volkswagen,phaeton,0.0
2011,LPBR,generalmotors,meriva,0.0
2008,LPIE,fiat,doblo,554.3788888888889
2009,LPFI,nissan,interstar,376.9325
1997,LPPT,ford,fiesta,0.0
2007,LPFI,nissan,interstar,644.946
2000,LPES,renault,kangoocombirn,819.98
2003,LPES,peugeot,307xrfap+esp,429.47
2009,LPFI,seat,altea,194.7516666666667
2011,LPAT,mitsubishi,wechselbrcke,0.0
2001,LPES,volkswagen,transporter,1012.44
2011,LPLU,audi,a3,378.0626315789473
2006,LPNL,gilera,typhoon,0.0
2001,LPBE,seat,cordobavario,0.0
2004,LPBE,renault,clioii,390.5300704225351
2009,LPPT,renault,mastert28,1813.656097560976
2006,LPPT,opel,tigra,0.0
2016,LPUK,mitsubishi,l200,127.48776119402986
2007,LPDE,bmw,x530d,1007.5788095238097
2011,LPNO,bmw,1serie,3566.5833333333335
2000,LPDE,smart,smartpulsec,229.45
2007,LPLU,volkswagen,touran,78.25307692307693
2005,LPCH,audi,a84x4,1058.8999999999999
2004,LPBE,volkswagen,touareg,213.50750000000002
2017,LPNL,turbho,rl,0.0
2005,LPLU,renault,laguna,140.9625
2004,LPLU,mercedes,csportcoup,304.72
2004,LPES,chrysler,gvoyagerlimit,0.0
2008,LPDE,bmw,x320daut,1689.356875
2007,LPDE,man,tgl12180blkofferlbw,0.0
2006,LPCH,volkswagen,golf,1731.7
2009,LPTR,ford,mondeo,630.3709677419356
2002,LPES,renault,37032kerax,0.0
2001,LPES,fiat,scudofurgonel,2199.02
2006,LPPL,renault,lagunaii,2216.89
2015,LPNL,porsche,cayenne,302.7285714285714
2005,LPES,volkswagen,transcaravelle,0.0
2012,LPNL,volkswagen,crosstouran,0.0
2007,LPHU,skoda,octavia,99317.12739130436
2007,LPIT,fiatel,pandavan13m,1908.6775384615387
2011,LPFI,renault,maxity,346.53499999999997
2004,LPLU,citroen,xsarabreak,162.32999999999998
2004,LPHU,lexus,is200,153323.43
2007,LPDE,volkswagen,eos,1892.0405555555553
2005,LPLU,saab,93,50.0
2012,LPAT,audi,q730v6tdi,0.0
2001,LPES,mercedes,cl500,605.91
2009,LPLU,mercedes,vario,0.0
2011,LPIT,fiat,doblovc,1863.7279088607602
2005,LPCH,mercedes,vito109,0.0
2010,LPNO,volkswagen,touran,8615.10848
2000,LPDE,mercedes,c200cdiclassicdpf,0.0
2009,LPPT,renault,mastert33,894.745
2017,LPGR,nissan,navara,0.0
2014,LPNO,toyota,prius,10796.25
2009,LPNO,scania,p310dblast,0.0
2009,LPBE,audi,a5,816.6200000000001
2000,LPDE,bmw,525dtouringeditionfleet,628.515
2012,LPSE,skoda,octavia,3750.9333333333334
2013,LPBE,mercedes,aclass,607.6774449339204
2014,LPUK,opel,corsa,271.3366371681416
2006,LPNO,toyota,landcruiser,7303.644666666666
2015,LPNO,volkswagen,caddy,4865.54
2007,LPBE,bmw,x1,675.1107792207792
2011,LPPT,renault,mastervc,1180.7104545454542
2006,LPIT,opelel,astra5p,733.861724137931
2013,LPFI,toyota,proace,233.07333333333335
2009,LPNO,peugeot,3008,3416.0
2014,LPUK,landrover,defender,43.51840909090909
2011,LPPT,honda,civic,0.0
2006,LPDE,ford,fiesta14tdcifunx,1553.1781818181817
2003,LPCH,opel,combotourcom,193.97142857142856
2012,LPPT,hyundai,veloster,0.0
2011,LPIE,volkswagen,crafter,1479.3600000000001
2012,LPTR,citroen,c4,596.7616666666667
2014,LPSE,bmw,x4,7097.8
2012,LPTR,audi,countryman,307.7125
2014,LPRO,volkswagen,tiguan,477.904925
2012,LPGR,volkswagen,transporter,335.0
2014,LPUK,lexus,is,220.2275879396985
2006,LPSE,ford,transitconnect18tddilwb2005,0.0
2002,LPDE,ford,focusturnierdambiente,0.0
2002,LPIT,fiatel,seicento,406.19
2006,LPSE,volvo,s4018flexifuelbusiness2006,1806.0
2016,LPSE,volvo,v70,6637.823529411765
2000,LPDE,volkswagen,passat19tdicomfortline,425.61
2004,LPCH,toyota,hiaceswb,3318.038888888889
2008,LPDE,renault,grandespace2editionpga,2244.884
2009,LPCH,toyota,yariscity,0.0
2014,LPCH,mercedes,vito,3974.5533333333333
2007,LPBE,citroen,c5break,408.5675
2014,LPFR,suzuki,sx4scross,347.87999999999994
2017,LPNO,audi,q5,366.6666666666667
2015,LPES,ford,transit,1852.0675
2014,LPGR,audi,a4allroad,373.0
2015,LPPL,peugeot,experttepee,1502.1
2016,LPTR,mercedes,aclass,2278.32
2007,LPIT,jeepel,cherokee,305.97
2006,LPDK,iveco,daily35s12,0.0
2008,LPDK,toyota,corollasol136,0.0
2014,LPSK,hyundai,i30,539.6380952380952
2006,LPIT,audiel,a3,9304.688659793816
2010,LPTR,seat,leon,329.6
2009,LPGR,opel,insignia,436.48571428571427
2013,LPAT,renault,lagunagrandto,0.0
2014,LPGR,volkswagen,amarok,0.0
2007,LPPT,iveco,dailysseries,2463.22
2015,LPSE,bmw,i3,1496.1333333333334
2012,LPBE,seat,alhambra,718.4483333333333
2005,LPDK,volkswagen,kassevognlang,2938.91
2007,LPGR,jaguar,xkseries,133.5
2006,LPIT,renaultel,meganen1,1553.0335714285713
2007,LPSK,opel,vivarovc,564.2933333333333
2011,LPFR,volkswagen,golf,902.1753377735488
2013,LPNO,alfaromeo,giulietta,6912.25
2008,LPUK,volkswagen,tsptrt32l08,1251.6
2003,LPIT,renaultel,twingo3van,699.821
2009,LPUK,fiat,doblo5dr06,0.0
2015,LPFR,audi,q5,664.40358778626
2013,LPUK,volkswagen,tsptrt30l13,95.31133333333334
2013,LPUK,bmw,1serie,304.8379732313575
2010,LPUK,chrysler,300cest10,0.0
2005,LPNO,volkswagen,caddy,20219.838387096774
1998,LPCZ,ford,pinnacle,1836.47
2006,LPDK,audi,a4mulsanne,4951.18
2012,LPIT,landrover,freelander,1205.301506849315
2017,LPUK,mercedes,sprintervc,0.0
2007,LPIT,volkswagenel,vwsharan20td,1387.6399999999999
2013,LPDE,peugeot,207,0.0
2017,LPDK,volkswagen,passat,0.0
2004,LPIT,renaultel,clioiivan,843.680909090909
2016,LPDK,peugeot,108,0.0
2015,LPIT,opel,movano,2975.4278260869564
2005,LPFR,opel,zafiraii16,0.0
2007,LPPT,mercedes,slkclass,415.11
2017,LPDE,volvo,xc90,0.0
2011,LPFR,citroen,c3airplay,0.0
2010,LPGR,suzuki,jimny,775.8333333333334
2005,LPFR,peugeot,307,570.4
2012,LPUK,volkswagen,scirocco,248.50727272727272
2010,LPIT,fiat,500,1563.4008823529414
2006,LPFR,citroen,picassohdi,67.37333333333333
2011,LPBE,citroen,berlingo,1366.5354545454547
2010,LPDK,ford,smax,1072.2275
2016,LPUK,mitsubishi,shogun,86.17571428571428
2010,LPFR,renault,twingo,1081.8652380952383
2009,LPNO,mazda,bt50,7182.0
2007,LPFR,renault,mastergene3t5,2819.76
2016,LPUK,toyota,prius,241.83333333333334
2007,LPDK,volkswagen,fox,0.0
2012,LPUK,smart,fortwo,0.0
2014,LPIT,nissan,nv200,2208.86375
2012,LPFR,nissan,primastar,1360.5733333333335
2009,LPDE,mercedes,e280tcdi7gavantgardedpf,916.64
2013,LPDE,landrover,defender,0.0
2009,LPFR,volkswagen,golf19tdisw,680.3829411764707
2004,LPFR,renault,masterivl3h3,246.615
2005,LPCZ,bentley,bentley,0.0
2011,LPDE,volvo,s60,1432.5058333333334
2012,LPDE,fiat,ducatomaxil5hgrossrkasten,0.0
2009,LPIT,volkswagen,sharan,953.0477777777778
2014,LPRO,dacia,duster,190.28118181818184
2013,LPNO,subaru,xv,4762.0
2015,LPUK,audi,rsq35dr15,0.0
2008,LPDK,skoda,fabia,2256.255
2010,LPSE,toyota,verso22d4d150dcatautexecutive2,28534.0
2017,LPFR,skoda,superbswsport,0.0
2013,LPSE,citroen,jumper35l3h2hdi150hkfap13m32013,0.0
2007,LPFR,landrover,defendersw,221.8125
2009,LPFR,volvo,xc905pmoment,0.0
2009,LPFR,seat,alteaxlstyle,905.43
2010,LPUK,hyundai,i205dr10,0.0
2005,LPDE,volkswagen,passat19tdicomfortline,3676.815
2012,LPBE,toyota,yaris,567.8561224489795
2004,LPDK,ford,tourneoconnect,12177.91
2013,LPFR,audi,countrymand90,0.0
2008,LPDE,fiat,strada13jtdpritsche,5631.38
2007,LPUK,opel,astraest08,422.954
2004,LPUK,opel,vivaroswb04,0.0
2016,LPIT,fiat,scudovc,3118.252
2004,LPFR,opel,vectrav20dti,358.96250000000003
2010,LPIT,volkswagen,touareg,1883.9682608695655
2006,LPFR,renault,espaceexp22,0.0
2010,LPSE,volkswagen,transporter20tdi103kwlwb28t2010,10072.0
2011,LPSE,volkswagen,golftdi105bmtech4mmastersvariant,9352.0
2007,LPIT,audiel,sback20tdi1,2358.0499999999997
2013,LPSE,landrover,rangeroverevo22sd41904wdpure2014,0.0
2005,LPIT,nissanel,almeramy035p,460.4
2004,LPFR,renault,modusdci80,388.71571428571434
2007,LPFR,ford,smaxbusined,539.68
2008,LPFR,renault,gdespaceiniti,964.284
2010,LPFR,dacia,logan,982.6475
2012,LPSE,subaru,forester20dxs2013,0.0
2011,LPSE,volvo,s60d3163rdesign2011,0.0
2010,LPSE,saab,9319ttid180hkvector2010,8310.0
2003,LPPL,volvo,s60,1787.0944444444442
2004,LPPL,volvo,xc90,3664.7349999999997
2008,LPAT,volkswagen,kastend,1131.8133333333333
2005,LPNL,subaru,impreza,768.488
2007,LPAT,bmw,523ia,1514.52
2005,LPNL,nissan,350z,125.0
1998,LPNL,toyota,landcruiser,1511.9075
2007,LPAT,volvo,xc9032a,3374.52
2013,LPIE,bmw,6serie,0.0
2004,LPES,skoda,fabia,0.0
2008,LPNL,bmw,123,75.0
2009,LPNL,kia,rio,2487.96
2011,LPAE,ford,lincoln,126.33333333333333
2005,LPLU,opel,movano35l3h1,717.71
2010,LPAT,volkswagen,golfvar19tdi,883.5628571428572
2011,LPAE,honda,civic,545.5
2014,LPNL,bmw,7serie,422.87
2016,LPNL,bmw,x5,1079.34
2017,LPPT,jaguar,fpace,996.46
2011,LPAT,citroen,c520hdi160,264.25
2009,LPAT,lancia,musa13jtd16v,1538.11
2012,LPAT,opel,corsa,953.34
2011,LPAT,volvo,s80d5a,529.38
2006,LPES,landrover,discovery3prose,735.47
2006,LPDE,volkswagen,sharan19tdicomfortline,0.0
2012,LPLU,smart,cabrio,623.46
2009,LPRO,audi,q5,0.0
2013,LPAT,volvo,s60d4,708.33
2003,LPHU,saab,93,168300.0
2009,LPCH,honda,insight,2017.6681818181817
2012,LPDE,bmw,528ixdrivetou,616.03
2014,LPPT,volkswagen,caravelle,3156.2533333333336
2007,LPHU,mercedes,bclass,104658.88
2015,LPSK,bmw,7serie,0.0
2007,LPDE,bmw,330xddpf,1903.085
2014,LPAE,toyota,rav4ex,0.0
2014,LPSK,audi,a6,481.61
2010,LPCH,volkswagen,polo,1194.58
2013,LPGR,lexus,ct,434.0
2015,LPLU,volkswagen,transporter,237.0
2012,LPDE,mercedes,s350bluetecl,1873.97
2017,LPES,landrover,rangerovervel,1257.17
2009,LPCH,nissan,qashqai,2017.6175000000003
2013,LPIT,chevrolet,captiva,1383.1566666666665
2007,LPDE,peugeot,307hdisw135sport,2040.23
2009,LPSE,toyota,avensis22d4ddcat150autpremiumkom,4786.0
2012,LPCH,mercedes,sprintervc,2320.074
2014,LPSK,volkswagen,touran,339.21500000000003
2008,LPSE,audi,a418tfsimultitronicavant2008,17867.5
2008,LPCH,volkswagen,golfgtspor4x4,996.35
2006,LPSK,renault,grandscenic,12.030000000000001
2015,LPES,volkswagen,touran,1116.4666666666667
2010,LPDE,bmw,325ddpf,2669.97
2014,LPCH,bmw,x5,2290.5449999999996
2008,LPCH,bmw,z4m,0.01
2005,LPFR,landrover,discoveryseven,243.845
2003,LPCZ,opel,vectra,17747.36666666667
2012,LPPT,peugeot,107,248.12
2012,LPCH,citroen,c4picgsedu,1176.73
2009,LPBE,peugeot,expertvc,2675.57
2006,LPCH,opel,combovc,3840.83
2007,LPCH,alfaromeo,147progres,752.45
2006,LPFR,chrysler,300c4portes,190.0
2010,LPCH,nissan,xtraille,1707.18
2007,LPRO,peugeot,308,556.7919
2013,LPBE,audi,a8,1177.29
2008,LPSE,bmw,series5535datouring2008,5508.0
2014,LPCH,peugeot,5008,1598.86
2008,LPCH,volkswagen,tourancross,1623.55
2003,LPFR,opel,astraii22,0.0
2009,LPSK,ford,galaxy,11.33
2015,LPDE,audi,a530tfsispo,1769.71
2012,LPBE,peugeot,4007,48.0
2007,LPDE,mercedes,e200cdielegancedpf,1375.39
2010,LPGR,subaru,legacy,272.0
2006,LPSK,renault,espace,373.43
2011,LPCH,volvo,v60t6rdesign,1727.78
2007,LPFR,ford,galaxy18tdci,1176.43
2016,LPUK,audi,pacemncprs16,70.0
2008,LPSE,volkswagen,golf16flexfueltrendline5d2008,8930.5
2006,LPFR,audi,a3ii5pexcll,1198.28
2013,LPIT,citroen,berlingo,1581.2442857142855
2005,LPFR,renault,velsatisexp,1019.76
2012,LPFR,bmw,x1sdriveste,200.0
2013,LPUK,mercedes,vianoxlwb14,278.88
2007,LPFR,citroen,c5hdi138fp,999.7033333333333
2011,LPFR,volvo,xc60kinetd3,1067.83
2007,LPFR,peugeot,807cft20hdi,1510.94
2014,LPBE,chevrolet,cruze,1245.8049999999998
2006,LPFR,volkswagen,polo14tdi80,370.29
2012,LPRO,renault,meganesportt,1586.5447
2015,LPSE,ford,kuga,6153.25
2007,LPUK,bmw,335icon08,884.78
2015,LPFR,ford,ecosport,31.13
